,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon
616,Parque Los Jubilados,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Área para patinetas

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.3,351.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Doce de Octubre Parques,,"Pedregal, Medellín, Doce de Octubre, Medellín, Antioquia",6.2998281,-75.5736621
617,Parque Juanes de la Paz,"Información  Parque en una colina con canchas de tenis, pistas para correr, un parque infantil y vistas de la ciudad.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Área para patinetas

Cancha de básquetbol

Columpios

Sanitario público

Tiene cancha de tenis
    Menores

Área de juegos

Es recomendable para cumpleaños infantiles

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.5,9848.0,,Parque,Accesible con silla de ruedas,"9 .,9 pm.",http://www.inder.gov.co/,Comuna Doce de Octubre Parques,313 7146856 ,"Cra. 65 #96A-10, Castilla, Medellín, Castilla, Medellín, Antioquia",6.290363,-75.5694676
618,Parque La 82,"Información  Menores

Ideal para ir con niños",5.0,1.0,,Parque,,"6 .,6 pm.",,Comuna Doce de Octubre Parques,,"Cra. 81 #100f-51 a 100f-1, Doce de Octubre 2, Medellín, Doce de Octubre, Medellín, Antioquia",6.3004051,-75.5800437
619,Parque de La Cruz,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Se permiten perros",4.2,602.0,,Parque local,Accesible con silla de ruedas,"6 .,None",,Comuna Doce de Octubre Parques,,"El Diamante, Medellín, Doce de Octubre, Medellín, Antioquia",6.2869852,-75.5844512
620,Savory2,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Comidas durante la madrugada
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.6,21.0,$ 10.000-30.000,Restaurante de comida rápida,,"6 pm.,6 .",https://cutt.ly/eKDGRAn,Comuna Doce de Octubre Comida rápida,313 7060765 ,"Cra. 82e #102c-12, Doce de Octubre 1, Medellín, Doce de Octubre, Medellín, Antioquia",6.3038244,-75.5800152
621,Las Delicias de Sandra,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Cerveza

Comidas durante la madrugada
    Opciones del local

Cena

Espacio con asientos
    Servicios

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños",4.7,68.0,$ 30.000-40.000,Restaurante,,"6 pm.,6 .",,Comuna Doce de Octubre Comida rápida,323 4651832 ,"Cl. 101a # 76-47, Doce de Octubre 2, Medellín, Doce de Octubre, Medellín, Antioquia",6.2998077,-75.5772957
622,Alas 3 Comidas Rapidas,"Información  Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos

Comidas durante la madrugada
    Opciones del local

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.5,93.0,$ 10.000-20.000,Restaurante,,"6 pm.,6 .",,Comuna Doce de Octubre Comida rápida,319 7466004 ,"Cl. 94 #78a-2, Kennedy, Medellín, Doce de Octubre, Medellín, Antioquia",6.2919669,-75.5824145
623,Comidas Rápidas El Coste,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Opciones del local

Cena
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.7,12.0,,Restaurante de comida rápida,,,,Comuna Doce de Octubre Comida rápida,322 4006568 ,"Cl. 92 #74-13, Alfonso Lopez, Medellín, Doce de Octubre, Medellín, Antioquia",6.2884186,-75.5791458
624,PaoBurguer,"Información  Opciones de servicio

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Opciones del local

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Pagos

Solo dinero en efectivo
    Menores

Ideal para ir con niños
    Estacionamiento

Estacionamiento gratuito en la calle
    Mascotas

Se admiten perros en el interior

Se permiten perros",4.8,12.0,,Restaurante de comida rápida,,"6 pm.,6 .",,Comuna Doce de Octubre Comida rápida,311 4402069 ,"Cl 101CD #83-03 Tercer piso, Doce de Octubre 2, Medellín, Doce de Octubre, Medellín, Antioquia",6.3023722,-75.5819021
625,Tociburguer,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos
    Opciones del local

Cena
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.6,18.0,$ 20.000-30.000,Restaurante,,"12 .,12 pm.",,Comuna Doce de Octubre Comida rápida,301 6866300 ,"Santander, Medellín, Doce de Octubre, Medellín, Antioquia",6.3088779,-75.5748792
626,Restaurante El Refugio,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Café

Cerveza

Vino
    Opciones del local

Cena

Postres

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito

Tarjetas de débito
    Menores

Ideal para ir con niños

Sillas altas",4.5,253.0,$,Restaurante,Accesible con silla de ruedas,,,Comuna Doce de Octubre Comida rápida,,"Cra. 80 #100F-21, Doce de Octubre 2, Medellín, Doce de Octubre, Medellín, Antioquia",6.3001823,-75.5799602
627,Papitas Ruta 12,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Opciones del local

Cena
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",5.0,13.0,,Restaurante de comida rápida,,,,Comuna Doce de Octubre Comida rápida,,"Cra. 82e #10DD-40, Doce de Octubre 1, Medellín, Doce de Octubre, Medellín, Antioquia",6.3065885,-75.5801175
628,Cómidas Rápidas Springfield,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Pedidos desde el automóvil

Para llevar

Consumo en el lugar
    Opciones del local

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños

Menú para niños
    Estacionamiento

Estacionamiento gratuito en la calle
    Mascotas

Se permiten perros",4.1,120.0,$ 10.000-20.000,Restaurante de comida rápida,Accesible con silla de ruedas,"6 pm.,6 .",,Comuna Doce de Octubre Comida rápida,300 5599824 ,"Cl. 99 #73b-343 a 73b-287, Medellín, Antioquia",6.2972855,-75.5776783
629,Comidas rápidas Naturo,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos

Comidas durante la madrugada
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños
    Estacionamiento

Estacionamiento gratuito en la calle",4.1,241.0,$ 10.000-20.000,Restaurante,,"6 pm.,6 .",,Comuna Doce de Octubre Comida rápida,304 6545883 ,"Cra. 83 #101ce-49 a, Cl. 101ce ##1, Medellín, Antioquia",6.3027898,-75.5820501
630,Fundación Casa Museo Maestro Pedro Nel Gómez,"Información  Casa convertida en museo de un artista icónico, llena de murales y otras obras, que ofrece visitas guiadas.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",4.7,1024.0,,Museo de arte,Accesible con silla de ruedas,,http://museopedronelgomez.org/,Comuna Doce de Octubre Museos,44442633 ,"Cra 51 B #8524, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2784939,-75.562388
631,Colectivo Cartografí_Ando,"Información  Servicios

Sanitario
    Planificación

Se recomienda comprar las entradas con anticipación",4.9,17.0,,Museo,,,,Comuna Doce de Octubre Museos,,"Calle 103, Cra. 82ff #106 #, Medellín, Antioquia",6.3048652,-75.5817151
632,Museo de Geociencias,"Reseñas
5
4
3
2
1
4,8
240 reseñas
  
Escribir una reseña
  

Ordenar
Todas
rocas
12
aprender
11
universidad
2",4.8,240.0,,Museo,,,https://minas.medellin.unal.edu.co/museos/geociencias/,Comuna Doce de Octubre Museos,(604) 4255129 ,"Av. 80 #65224, Villa Flora, Medellín, Robledo, Medellín, Antioquia",6.2747332,-75.590945
633,Biblioteca comunitaria José Echavarria y Alejandro Rivera,"Información  Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",4.4,12.0,,Museo,,,,Comuna Doce de Octubre Museos,,"#64a- a 64a-, Cl. 103d #6764, Doce de Octubre 2, Medellín, Antioquia",6.2972023,-75.5657018
634,Museo de Mineralogía,"Información  Accesibilidad

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",4.8,55.0,,Museo de ciencias,,,,Comuna Doce de Octubre Museos,,"Av. 80 #49A-19, Laureles - Estadio, Medellín, Robledo, Medellín, Antioquia",6.2748605,-75.5917027
635,Parque 12 de Octubre,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Columpios

Sanitario público
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.4,214.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Doce de Octubre Parques temático,,"Cl. 100f #82ff 30, Doce de Octubre 2, Medellín, Doce de Octubre, Medellín, Antioquia",6.2998436,-75.581532
636,Parque Norte Medellín,"Información  Parque temático apto para familias con montaña rusa y otras atracciones, área de juegos, lago y restaurantes.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Planificación

Se recomienda comprar las entradas con anticipación
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Es recomendable para cumpleaños infantiles",4.5,26053.0,,Recinto ferial,Accesible con silla de ruedas,,https://parquenorte.gov.co/,Comuna Doce de Octubre Parques temático,(604) 3401210 ,"Cra. 53 #76-115, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.272007,-75.5660801
637,Parque Picacho,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Área para patinetas

Cancha de básquetbol

Columpios

Sanitario público
    Menores

Área de juegos

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.4,1190.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Doce de Octubre Parques temático,,"Cl. 106b #82c-121 82c- a, Doce de Octubre 1, Medellín, Doce de Octubre, Medellín, Antioquia",6.3084987,-75.5815752
638,Parque Norte J. Emilio Valderrama,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Restaurante

Sanitario
    Menores

Ideal para ir con niños",4.5,582.0,,Parque de atracciones,Accesible con silla de ruedas,,,Comuna Doce de Octubre Parques temático,72100300 ,"Cra. 53 #115, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2726439,-75.5681548
639,Parque Recreativo Comfama,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Área para patinetas

Cancha de básquetbol

Cancha de voleibol

Columpios

Mesas de pícnic

Sanitario público
    Menores

Área de juegos

Es recomendable para cumpleaños infantiles

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.6,2386.0,,Jardín,Accesible con silla de ruedas,"9 .,6 pm.",http://www.comfama.com/,Comuna Doce de Octubre Parques temático,42677251 ,"Cl. 103c #24, Doce de Octubre 1, Medellín, Doce de Octubre, Medellín, Antioquia",6.3019012,-75.5759508
640,Parque Picacho,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Área para patinetas

Cancha de básquetbol

Columpios

Sanitario público
    Menores

Área de juegos

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.4,1190.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Doce de Octubre Parques de atracciones,,"Cl. 106b #82c-121 82c- a, Doce de Octubre 1, Medellín, Doce de Octubre, Medellín, Antioquia",6.3084987,-75.5815752
641,Parque 12 de Octubre,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Columpios

Sanitario público
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.4,214.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Doce de Octubre Parques de atracciones,,"Cl. 100f #82ff 30, Doce de Octubre 2, Medellín, Doce de Octubre, Medellín, Antioquia",6.2998436,-75.581532
642,Parque Recreativo Comfama,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Área para patinetas

Cancha de básquetbol

Cancha de voleibol

Columpios

Mesas de pícnic

Sanitario público
    Menores

Área de juegos

Es recomendable para cumpleaños infantiles

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.6,2386.0,,Jardín,Accesible con silla de ruedas,"9 .,6 pm.",http://www.comfama.com/,Comuna Doce de Octubre Parques de atracciones,42677251 ,"Cl. 103c #24, Doce de Octubre 1, Medellín, Doce de Octubre, Medellín, Antioquia",6.3019012,-75.5759508
643,Parque Norte Medellín,"Información  Parque temático apto para familias con montaña rusa y otras atracciones, área de juegos, lago y restaurantes.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Planificación

Se recomienda comprar las entradas con anticipación
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Es recomendable para cumpleaños infantiles",4.5,26053.0,,Recinto ferial,Accesible con silla de ruedas,,https://parquenorte.gov.co/,Comuna Doce de Octubre Parques de atracciones,(604) 3401210 ,"Cra. 53 #76-115, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.272007,-75.5660801
644,Parque Norte J. Emilio Valderrama,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Restaurante

Sanitario
    Menores

Ideal para ir con niños",4.5,582.0,,Parque de atracciones,Accesible con silla de ruedas,,,Comuna Doce de Octubre Parques de atracciones,72100300 ,"Cra. 53 #115, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2726439,-75.5681548
645,Complejo Acuático Medellín,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.7,2438.0,,Polideportivo,Accesible con silla de ruedas,"9 .,3 pm.",,Comuna Doce de Octubre Parques acuaticos,44301330 ,"Carrera 72 # 48-100, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2542201,-75.5908488
646,Parque Recreativo Comfama,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Área para patinetas

Cancha de básquetbol

Cancha de voleibol

Columpios

Mesas de pícnic

Sanitario público
    Menores

Área de juegos

Es recomendable para cumpleaños infantiles

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.6,2386.0,,Jardín,Accesible con silla de ruedas,"9 .,6 pm.",http://www.comfama.com/,Comuna Doce de Octubre Parques acuaticos,42677251 ,"Cl. 103c #24, Doce de Octubre 1, Medellín, Doce de Octubre, Medellín, Antioquia",6.3019012,-75.5759508
647,Parque Acuatico Tulio Ospina,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",3.7,94.0,,Parque acuático,Accesible con silla de ruedas,"12 .,12 .",,Comuna Doce de Octubre Parques acuaticos,,"Regional #s/n, Panamericano, Bello, Antioquia",6.3330996,-75.5491554
648,Pared De Agua,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Área para patinetas

Cancha de básquetbol

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.3,1133.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna Doce de Octubre Parques acuaticos,,"Cl 42 #10557, San Javier, Medellín, San Javier, Medellín, Antioquia",6.25549,-75.620066
649,Parque de Toboganes,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Columpios

Parrilla para barbacoa

Sanitario público

Toboganes
    Menores

Área de juegos

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.5,187.0,,Parque,Accesible con silla de ruedas,,,Comuna Doce de Octubre Parques acuaticos,,"Medellín, Belén, Medellín, Antioquia",6.2379811,-75.580506
650,Florida Parque Comercial,"Información  Sitio cubierto con tiendas de accesorios, ropa y artículos deportivos, supermercados, cines y área recreativa.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Estacionamiento

Estacionamiento gratuito",4.6,37038.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.floridapc.co/,Comuna Doce de Octubre Centros comerciales,(604) 5202880 ,"Cl. 71 #65 - 150, El Progreso, Medellín, Castilla, Medellín, Antioquia",6.2706578,-75.5767491
651,Unión Plaza Centro Comercial,"Información  Plaza de venta minorista cubierta y al aire libre de ambiente encantador y retro con muchas tiendas y cafeterías.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas

Alquiler de sillas de ruedas
    Información proporcionada por la empresa

Se identifica como mujer empresaria
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Servicios

Sanitario

Sanitarios unisex

Tiene Wi-Fi gratis
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Área de juegos
    Estacionamiento

Estacionamiento pagado

Servicio de estacionamiento",4.4,3787.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",https://www.unionplaza.com.co/,Comuna Doce de Octubre Centros comerciales,(604) 4082649 ,"Cra. 50 #52-50, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2513247,-75.5668109
652,Centro Comercial Aventura,"Información  Centro comercial urbano con una sencilla variedad de tiendas y restaurantes informales, además de un cine.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Menores

Área de juegos",4.4,16895.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",http://ccaventura.com/,Comuna Doce de Octubre Centros comerciales,43667288 ,"aventura, Cra. 52 #65-91, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2640485,-75.5672693
653,Centro Comercial Unicentro,"Información  Gran centro comercial cubierto con cine, gimnasio y casino y muchas tiendas y restaurantes.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas

Alquiler de sillas de ruedas
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Servicios

Sanitario

Tiene Wi-Fi gratis
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Estacionamiento

Estacionamiento pagado

Servicio de estacionamiento",4.5,36626.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.unicentromedellin.com.co/,Comuna Doce de Octubre Centros comerciales,(604) 3507050 ,"Cra 66B #34 A 76, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2412494,-75.5875351
654,Centro Comercial Bosque Plaza,"Información  Centro comercial compacto con tiendas y servicios, patio de comidas y cine.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Área de juegos",4.2,11347.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",http://www.bosqueplaza.com/,Comuna Doce de Octubre Centros comerciales,(604) 2638895 ,"Cl. 73 #51D- 71, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2688213,-75.5652941
655,Centro Comercial Nuevo Mundo,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.4,531.0,,Centro comercial,Accesible con silla de ruedas,"12 .,None",,Comuna Doce de Octubre Centros comerciales,,"Cra. 74 #53234, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2637909,-75.5883276
656,Centro Comercial Los Molinos,"Información  Centro comercial contemporáneo con restaurantes informales, un cine y áreas de juegos para niños.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Servicios

Sanitarios unisex

Tiene Wi-Fi gratis
    Pagos

Tarjetas de débito

Tarjetas de crédito
    Menores

Área de juegos",4.6,21741.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",https://losmolinos.com.co/,Comuna Doce de Octubre Centros comerciales,(604) 2383505 ,"Cl. 30A #82A-26, Medellín, Belén, Medellín, Antioquia",6.23317,-75.60418
657,Mall Villa Sofia,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Información proporcionada por la empresa

Se identifica como mujer empresaria
    Opciones de servicio

Compras en tienda
    Servicios

Sanitario

Sanitarios unisex

Tiene Wi-Fi gratis
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Menores

Área de juegos",4.9,31.0,,Centro comercial,Accesible con silla de ruedas,"6 .,None",,Comuna Doce de Octubre Centros comerciales,318 3872094 ,"Cl. 92 #91-55, Aures II, Medellín, Robledo, Medellín, Antioquia",6.2932251,-75.5883864
658,El Tesoro Parque Comercial,"Información  Ubicado alrededor de un patio frondoso, este centro comercial moderno ofrece marcas internacionales y un cine.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Servicios

Tiene Wi-Fi gratis
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Área de juegos",4.8,34970.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",https://eltesoro.com.co/,Comuna Doce de Octubre Centros comerciales,(604) 3211010 ,"Cra. 25a #1a Sur 45, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.1972984,-75.5582293
659,Centro Comercial Obelisco,"Información  Centro comercial con una mezcla sencilla de tiendas minoristas y un patio de comidas en la planta baja.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar",4.2,8766.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",http://www.obelisco.com.co/,Comuna Doce de Octubre Centros comerciales,(604) 2966670 ,"Cra. 74 #No 48-37, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2570559,-75.5920008
660,Bar Mi Estimado,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.6,172.0,,Bar,Accesible con silla de ruedas,,,Comuna Doce de Octubre Bares,(604) 5810907 ,"a 105f-46, Cra. 74 #105f2, Medellín, Antioquia",6.3036383,-75.5705048
661,Pipol Bar Parrilla,"Información  Opciones de servicio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Cerveza

Cócteles
    Opciones del local

Almuerzo

Cena
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños",4.6,65.0,$ 30.000-40.000,Restaurante especializado en barbacoa,,,https://www.instagram.com/pipolbarparrilla?igsh=MW5ubjk5MHBmYnU3NA==,Comuna Doce de Octubre Bares,300 7374298 ,"Cra. 81 #103-27, Doce de Octubre 1, Medellín, Doce de Octubre, Medellín, Antioquia",6.3044124,-75.5787284
662,Factory Medellin,"Información  Opciones de servicio

Consumo en el lugar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.8,45.0,,Bar,,"6 pm.,6 .",https://instagram.com/factorymedellin?igshid=YmMyMTA2M2Y=,Comuna Doce de Octubre Bares,350 4118484 ,"Cra. 80 #98CC 09, Doce de Octubre 2, Medellín, Doce de Octubre, Medellín, Antioquia",6.2980263,-75.5805829
